text,category,sentiment,priority,cleaned_text
I want to return a product I bought last week This is urgent.,returns,negative,low,want return product bought week urgent
My order has not arrived after 2 weeks This is urgent.,shipping,negative,medium,order arrived weeks urgent
My order has not arrived after 2 weeks I have been waiting for days.,shipping,negative,medium,order arrived weeks waiting days
The customer support team was incredibly helpful,feedback,positive,low,customer support team incredibly helpful
My invoice shows an incorrect amount Can someone assist me?,billing,neutral,urgent,invoice shows incorrect assist
My data is not syncing between devices This is urgent.,technical_support,neutral,high,data syncing devices urgent
I want to exchange my item for a different size I am very frustrated.,returns,negative,low,want exchange item different size frustrated
Can I use the product on multiple devices Thank you in advance.,product_inquiry,positive,low,use product multiple devices thank advance
I have a suggestion for improving the checkout process,feedback,positive,low,suggestion improving checkout process
Your platform is one of the best I have used Can someone assist me?,feedback,positive,low,platform best used assist
I received the wrong item in my package I have been waiting for days.,shipping,neutral,low,received wrong item package waiting days
My payment was declined but money left my account Thank you in advance.,billing,negative,medium,payment declined money left account thank advance
Why was I charged more than I expected I have been waiting for days.,billing,neutral,urgent,charged expected waiting days
I think the mobile app needs a dark mode This is urgent.,feedback,positive,low,think mobile app needs dark mode urgent
How do I initiate a return for a damaged item Can someone assist me?,returns,negative,low,initiate return damaged item assist
I received the wrong item in my package Can someone assist me?,shipping,negative,high,received wrong item package assist
I forgot my password and cannot reset it I am very frustrated.,account,neutral,low,forgot password reset frustrated
I cannot upload files through the platform,technical_support,neutral,high,upload files platform
What features are included in the enterprise tier Thank you in advance.,product_inquiry,neutral,medium,features included enterprise tier thank advance
My package was marked delivered but I did not receive it Can someone assist me?,shipping,negative,high,package marked delivered did receive assist
Overall great experience but the loading is a bit slow I am very frustrated.,feedback,positive,low,overall great experience loading bit slow frustrated
I am furious about how my case was handled This is urgent.,complaint,neutral,medium,furious case handled urgent
My data is not syncing between devices Can someone assist me?,technical_support,neutral,medium,data syncing devices assist
The mobile app is very slow and keeps freezing Thank you in advance.,technical_support,neutral,high,mobile app slow keeps freezing thank advance
How long do refunds take to process I am very frustrated.,returns,negative,low,long refunds process frustrated
The return window was missed due to shipping delays This is urgent.,returns,neutral,medium,return window missed shipping delays urgent
I think the mobile app needs a dark mode Please help me.,feedback,positive,medium,think mobile app needs dark mode help
My account has been locked out I am very frustrated.,account,neutral,low,account locked frustrated
I want to cancel my subscription and get a refund I am very frustrated.,billing,negative,urgent,want cancel subscription refund frustrated
The app crashes every time I open it This is urgent.,technical_support,neutral,high,app crashes time open urgent
I received a defective product and need a replacement Can someone assist me?,returns,negative,low,received defective product need replacement assist
My package was marked delivered but I did not receive it Can someone assist me?,shipping,negative,low,package marked delivered did receive assist
Please help me update my profile information Thank you in advance.,account,neutral,medium,help update profile information thank advance
I want to return a product I bought last week,returns,negative,medium,want return product bought week
This is the third time I have had this problem I have been waiting for days.,complaint,negative,medium,time problem waiting days
Nobody is responding to my previous emails This is urgent.,complaint,negative,medium,responding previous emails urgent
How do I initiate a return for a damaged item Can someone assist me?,returns,neutral,low,initiate return damaged item assist
I am considering switching to a competitor Please help me.,complaint,neutral,high,considering switching competitor help
Please help me update my profile information Please help me.,account,neutral,low,help update profile information help
The tracking number is not updating Please help me.,shipping,negative,high,tracking number updating help
Do you have a free trial available Please help me.,product_inquiry,positive,medium,free trial available help
This is the third time I have had this problem Thank you in advance.,complaint,neutral,medium,time problem thank advance
What is the difference between plan A and plan B I am very frustrated.,product_inquiry,positive,low,difference plan plan frustrated
Do you have a free trial available I am very frustrated.,product_inquiry,positive,medium,free trial available frustrated
Your agent was extremely rude and unhelpful I have been waiting for days.,complaint,neutral,urgent,agent extremely rude unhelpful waiting days
I want to exchange my item for a different size Thank you in advance.,returns,neutral,low,want exchange item different size thank advance
My account was hacked and I need help Thank you in advance.,account,neutral,medium,account hacked need help thank advance
Is this service available in my country This is urgent.,product_inquiry,positive,medium,service available country urgent
I was charged twice for my subscription this month I am very frustrated.,billing,neutral,medium,charged twice subscription month frustrated
My order was returned to sender This is urgent.,shipping,negative,high,order returned sender urgent
Can I expedite my shipping,shipping,negative,high,expedite shipping
How do I initiate a return for a damaged item I have been waiting for days.,returns,negative,medium,initiate return damaged item waiting days
How long do refunds take to process,returns,negative,low,long refunds process
My account has been locked out I am very frustrated.,account,neutral,high,account locked frustrated
The return window was missed due to shipping delays Please help me.,returns,negative,low,return window missed shipping delays help
Would love to see monthly billing as an option Can someone assist me?,feedback,positive,low,love monthly billing option assist
Why was I charged more than I expected Thank you in advance.,billing,negative,medium,charged expected thank advance
My package was marked delivered but I did not receive it This is urgent.,shipping,negative,high,package marked delivered did receive urgent
My package was marked delivered but I did not receive it I am very frustrated.,shipping,negative,high,package marked delivered did receive frustrated
My payment was declined but money left my account Thank you in advance.,billing,negative,high,payment declined money left account thank advance
My account has been locked out This is urgent.,account,neutral,high,account locked urgent
I want to exchange my item for a different size Please help me.,returns,negative,low,want exchange item different size help
What are the specifications of your premium plan,product_inquiry,positive,low,specifications premium plan
I received a defective product and need a replacement Please help me.,returns,negative,low,received defective product need replacement help
The return window was missed due to shipping delays Can someone assist me?,returns,neutral,low,return window missed shipping delays assist
Is this service available in my country Thank you in advance.,product_inquiry,positive,low,service available country thank advance
I want to delete my account and all my data This is urgent.,account,neutral,low,want delete account data urgent
I received the wrong item in my package,shipping,negative,medium,received wrong item package
Your platform is one of the best I have used I am very frustrated.,feedback,positive,medium,platform best used frustrated
Thank you for resolving my issue so quickly,feedback,neutral,low,thank resolving issue quickly
I need to merge two accounts Thank you in advance.,account,neutral,high,need merge accounts thank advance
I need a refund for the duplicate charge,billing,negative,high,need refund duplicate charge
I want to delete my account and all my data This is urgent.,account,neutral,high,want delete account data urgent
The return window was missed due to shipping delays I have been waiting for days.,returns,neutral,low,return window missed shipping delays waiting days
Your agent was extremely rude and unhelpful,complaint,neutral,medium,agent extremely rude unhelpful
The mobile app is very slow and keeps freezing,technical_support,neutral,urgent,mobile app slow keeps freezing
The tracking number is not updating Please help me.,shipping,negative,high,tracking number updating help
What is the difference between plan A and plan B Thank you in advance.,product_inquiry,positive,low,difference plan plan thank advance
I want to cancel my subscription and get a refund I have been waiting for days.,billing,negative,urgent,want cancel subscription refund waiting days
Thank you for resolving my issue so quickly Thank you in advance.,feedback,positive,low,thank resolving issue quickly thank advance
I can't update my credit card information I have been waiting for days.,billing,negative,medium,update credit card information waiting days
Do you have a free trial available Thank you in advance.,product_inquiry,positive,low,free trial available thank advance
I have been waiting 10 days for a resolution This is urgent.,complaint,neutral,medium,waiting 10 days resolution urgent
The mobile app is very slow and keeps freezing I have been waiting for days.,technical_support,neutral,medium,mobile app slow keeps freezing waiting days
Does this product come with a warranty This is urgent.,product_inquiry,positive,low,does product come warranty urgent
I have not received my refund after 2 weeks I am very frustrated.,returns,negative,low,received refund weeks frustrated
My invoice shows an incorrect amount Can someone assist me?,billing,negative,medium,invoice shows incorrect assist
How long do refunds take to process Thank you in advance.,returns,negative,medium,long refunds process thank advance
I was charged twice for my subscription this month This is urgent.,billing,negative,high,charged twice subscription month urgent
My bank account shows a charge but no confirmation Please help me.,billing,neutral,urgent,bank account shows charge confirmation help
Your agent was extremely rude and unhelpful Thank you in advance.,complaint,negative,high,agent extremely rude unhelpful thank advance
I received a defective product and need a replacement Can someone assist me?,returns,negative,low,received defective product need replacement assist
This is the third time I have had this problem I have been waiting for days.,complaint,negative,urgent,time problem waiting days
Thank you for resolving my issue so quickly This is urgent.,feedback,positive,low,thank resolving issue quickly urgent
I received a defective product and need a replacement I am very frustrated.,returns,negative,low,received defective product need replacement frustrated
I want to return a product I bought last week I have been waiting for days.,returns,neutral,low,want return product bought week waiting days
I received a defective product and need a replacement,returns,negative,low,received defective product need replacement
Nobody is responding to my previous emails Please help me.,complaint,negative,high,responding previous emails help
What is the difference between plan A and plan B,product_inquiry,positive,low,difference plan plan
I forgot my password and cannot reset it Please help me.,account,neutral,high,forgot password reset help
I received the wrong item in my package I have been waiting for days.,shipping,negative,low,received wrong item package waiting days
Can I use the product on multiple devices This is urgent.,product_inquiry,positive,low,use product multiple devices urgent
How long will my order take to arrive,shipping,neutral,low,long order arrive
I have a suggestion for improving the checkout process,feedback,neutral,low,suggestion improving checkout process
Would love to see monthly billing as an option I am very frustrated.,feedback,neutral,low,love monthly billing option frustrated
Your service has gone downhill significantly I am very frustrated.,complaint,neutral,high,service gone downhill significantly frustrated
Can I expedite my shipping I have been waiting for days.,shipping,negative,low,expedite shipping waiting days
The tracking number is not updating I am very frustrated.,shipping,neutral,low,tracking number updating frustrated
What is the difference between plan A and plan B,product_inquiry,positive,low,difference plan plan
I want to cancel my subscription and get a refund Thank you in advance.,billing,neutral,medium,want cancel subscription refund thank advance
What is the difference between plan A and plan B I am very frustrated.,product_inquiry,positive,medium,difference plan plan frustrated
I have a suggestion for improving the checkout process Can someone assist me?,feedback,positive,low,suggestion improving checkout process assist
How do I initiate a return for a damaged item Please help me.,returns,neutral,low,initiate return damaged item help
This is the third time I have had this problem I have been waiting for days.,complaint,negative,medium,time problem waiting days
I need to change my email address Please help me.,account,neutral,high,need change email address help
Does this product come with a warranty Please help me.,product_inquiry,neutral,low,does product come warranty help
Your agent was extremely rude and unhelpful Thank you in advance.,complaint,negative,high,agent extremely rude unhelpful thank advance
What are the specifications of your premium plan I have been waiting for days.,product_inquiry,positive,medium,specifications premium plan waiting days
I am very unhappy with the service I received Thank you in advance.,complaint,neutral,high,unhappy service received thank advance
This is the third time I have had this problem,complaint,neutral,medium,time problem
I want to exchange my item for a different size Please help me.,returns,neutral,medium,want exchange item different size help
How long will my order take to arrive I have been waiting for days.,shipping,negative,medium,long order arrive waiting days
Overall great experience but the loading is a bit slow I am very frustrated.,feedback,neutral,medium,overall great experience loading bit slow frustrated
The feature is not working as expected,technical_support,neutral,medium,feature working expected
I think the mobile app needs a dark mode This is urgent.,feedback,neutral,low,think mobile app needs dark mode urgent
I cannot verify my email address Thank you in advance.,account,neutral,low,verify email address thank advance
I am getting a server error when I try to submit Thank you in advance.,technical_support,neutral,urgent,getting server error try submit thank advance
The feature is not working as expected I have been waiting for days.,technical_support,neutral,high,feature working expected waiting days
My order has not arrived after 2 weeks This is urgent.,shipping,neutral,high,order arrived weeks urgent
How long do refunds take to process I have been waiting for days.,returns,negative,low,long refunds process waiting days
I need to change my delivery address I have been waiting for days.,shipping,negative,medium,need change delivery address waiting days
I want to return a product I bought last week I have been waiting for days.,returns,negative,medium,want return product bought week waiting days
Overall great experience but the loading is a bit slow I have been waiting for days.,feedback,positive,low,overall great experience loading bit slow waiting days
My data is not syncing between devices,technical_support,neutral,urgent,data syncing devices
I love the new interface you released this week Thank you in advance.,feedback,positive,low,love new interface released week thank advance
I want to exchange my item for a different size Please help me.,returns,negative,low,want exchange item different size help
I think the mobile app needs a dark mode This is urgent.,feedback,neutral,medium,think mobile app needs dark mode urgent
I was charged twice for my subscription this month Thank you in advance.,billing,negative,medium,charged twice subscription month thank advance
What are the specifications of your premium plan Can someone assist me?,product_inquiry,positive,low,specifications premium plan assist
I am very unhappy with the service I received This is urgent.,complaint,negative,urgent,unhappy service received urgent
I can't update my credit card information I have been waiting for days.,billing,negative,medium,update credit card information waiting days
My data is not syncing between devices,technical_support,neutral,urgent,data syncing devices
My payment was declined but money left my account Please help me.,billing,negative,high,payment declined money left account help
Your service has gone downhill significantly I am very frustrated.,complaint,negative,medium,service gone downhill significantly frustrated
I need to change my email address Can someone assist me?,account,neutral,high,need change email address assist
What is the difference between plan A and plan B Please help me.,product_inquiry,positive,low,difference plan plan help
The customer support team was incredibly helpful Thank you in advance.,feedback,neutral,medium,customer support team incredibly helpful thank advance
I cannot log in to my account I am very frustrated.,technical_support,neutral,urgent,log account frustrated
I want to return a product I bought last week This is urgent.,returns,negative,low,want return product bought week urgent
My invoice shows an incorrect amount Can someone assist me?,billing,negative,urgent,invoice shows incorrect assist
I have not received my refund after 2 weeks This is urgent.,returns,neutral,low,received refund weeks urgent
I think the mobile app needs a dark mode Thank you in advance.,feedback,positive,medium,think mobile app needs dark mode thank advance
What is the difference between plan A and plan B Please help me.,product_inquiry,neutral,low,difference plan plan help
How do I initiate a return for a damaged item Can someone assist me?,returns,neutral,low,initiate return damaged item assist
The tracking number is not updating I am very frustrated.,shipping,negative,high,tracking number updating frustrated
Your agent was extremely rude and unhelpful I am very frustrated.,complaint,negative,high,agent extremely rude unhelpful frustrated
I am very unhappy with the service I received I am very frustrated.,complaint,negative,medium,unhappy service received frustrated
Would love to see monthly billing as an option,feedback,positive,medium,love monthly billing option
I was charged twice for my subscription this month Please help me.,billing,neutral,high,charged twice subscription month help
I am getting a server error when I try to submit,technical_support,neutral,medium,getting server error try submit
I have not received my refund after 2 weeks Thank you in advance.,returns,negative,medium,received refund weeks thank advance
I need to merge two accounts,account,neutral,low,need merge accounts
Would love to see monthly billing as an option Thank you in advance.,feedback,positive,low,love monthly billing option thank advance
I am furious about how my case was handled I have been waiting for days.,complaint,negative,urgent,furious case handled waiting days
How long do refunds take to process I have been waiting for days.,returns,negative,medium,long refunds process waiting days
My account was hacked and I need help Can someone assist me?,account,neutral,high,account hacked need help assist
I received the wrong item in my package I have been waiting for days.,shipping,neutral,high,received wrong item package waiting days
The app crashes every time I open it Can someone assist me?,technical_support,neutral,medium,app crashes time open assist
I forgot my password and cannot reset it This is urgent.,account,neutral,low,forgot password reset urgent
Would love to see monthly billing as an option I am very frustrated.,feedback,positive,medium,love monthly billing option frustrated
I have a suggestion for improving the checkout process This is urgent.,feedback,positive,medium,suggestion improving checkout process urgent
The website is showing an error 500 Thank you in advance.,technical_support,neutral,urgent,website showing error 500 thank advance
I am furious about how my case was handled I am very frustrated.,complaint,neutral,medium,furious case handled frustrated
I think the mobile app needs a dark mode Can someone assist me?,feedback,neutral,medium,think mobile app needs dark mode assist
My data is not syncing between devices Please help me.,technical_support,neutral,urgent,data syncing devices help
Nobody is responding to my previous emails This is urgent.,complaint,negative,urgent,responding previous emails urgent
I want to return a product I bought last week,returns,neutral,low,want return product bought week
My order was returned to sender,shipping,negative,high,order returned sender
I am considering switching to a competitor This is urgent.,complaint,neutral,urgent,considering switching competitor urgent
The app crashes every time I open it This is urgent.,technical_support,neutral,high,app crashes time open urgent
Can I use the product on multiple devices I have been waiting for days.,product_inquiry,positive,low,use product multiple devices waiting days
Does this product come with a warranty Please help me.,product_inquiry,positive,medium,does product come warranty help
My account was hacked and I need help I am very frustrated.,account,neutral,medium,account hacked need help frustrated
I have a suggestion for improving the checkout process I am very frustrated.,feedback,positive,low,suggestion improving checkout process frustrated
I have been waiting 10 days for a resolution I am very frustrated.,complaint,neutral,urgent,waiting 10 days resolution frustrated
Your agent was extremely rude and unhelpful Can someone assist me?,complaint,negative,high,agent extremely rude unhelpful assist
I forgot my password and cannot reset it Thank you in advance.,account,neutral,high,forgot password reset thank advance
Please help me update my profile information Can someone assist me?,account,neutral,low,help update profile information assist
I am furious about how my case was handled Please help me.,complaint,neutral,high,furious case handled help
How do I initiate a return for a damaged item,returns,neutral,medium,initiate return damaged item
Would love to see monthly billing as an option I am very frustrated.,feedback,positive,medium,love monthly billing option frustrated
Nobody is responding to my previous emails,complaint,negative,urgent,responding previous emails
The app crashes every time I open it Can someone assist me?,technical_support,neutral,urgent,app crashes time open assist
What is the difference between plan A and plan B Thank you in advance.,product_inquiry,positive,medium,difference plan plan thank advance
My return was rejected but the item was faulty Can someone assist me?,returns,negative,low,return rejected item faulty assist
How does the cancellation policy work I am very frustrated.,product_inquiry,positive,low,does cancellation policy work frustrated
Please help me update my profile information Can someone assist me?,account,neutral,high,help update profile information assist
I forgot my password and cannot reset it This is urgent.,account,neutral,high,forgot password reset urgent
I am very unhappy with the service I received Thank you in advance.,complaint,negative,urgent,unhappy service received thank advance
I need to change my delivery address Thank you in advance.,shipping,negative,high,need change delivery address thank advance
I received the wrong item in my package This is urgent.,shipping,negative,medium,received wrong item package urgent
I want to exchange my item for a different size This is urgent.,returns,negative,medium,want exchange item different size urgent
My invoice shows an incorrect amount I have been waiting for days.,billing,negative,high,invoice shows incorrect waiting days
How long will my order take to arrive I am very frustrated.,shipping,negative,low,long order arrive frustrated
The return window was missed due to shipping delays This is urgent.,returns,negative,medium,return window missed shipping delays urgent
This is the third time I have had this problem This is urgent.,complaint,negative,high,time problem urgent
The app crashes every time I open it Can someone assist me?,technical_support,neutral,urgent,app crashes time open assist
Your platform is one of the best I have used,feedback,positive,low,platform best used
I have a suggestion for improving the checkout process Thank you in advance.,feedback,positive,low,suggestion improving checkout process thank advance
My data is not syncing between devices,technical_support,neutral,urgent,data syncing devices
The customer support team was incredibly helpful Thank you in advance.,feedback,neutral,low,customer support team incredibly helpful thank advance
What features are included in the enterprise tier I am very frustrated.,product_inquiry,positive,medium,features included enterprise tier frustrated
I have a suggestion for improving the checkout process This is urgent.,feedback,neutral,low,suggestion improving checkout process urgent
Your service has gone downhill significantly Thank you in advance.,complaint,negative,high,service gone downhill significantly thank advance
I have a suggestion for improving the checkout process I have been waiting for days.,feedback,positive,low,suggestion improving checkout process waiting days
Please help me update my profile information Thank you in advance.,account,neutral,high,help update profile information thank advance
I received a defective product and need a replacement This is urgent.,returns,negative,medium,received defective product need replacement urgent
My invoice shows an incorrect amount Please help me.,billing,negative,medium,invoice shows incorrect help
I received a defective product and need a replacement Thank you in advance.,returns,negative,low,received defective product need replacement thank advance
My invoice shows an incorrect amount,billing,negative,high,invoice shows incorrect
I received the wrong item in my package,shipping,negative,high,received wrong item package
The website is showing an error 500 Please help me.,technical_support,neutral,medium,website showing error 500 help
What features are included in the enterprise tier This is urgent.,product_inquiry,positive,low,features included enterprise tier urgent
The tracking number is not updating I have been waiting for days.,shipping,neutral,low,tracking number updating waiting days
I love the new interface you released this week,feedback,positive,medium,love new interface released week
I cannot verify my email address I have been waiting for days.,account,neutral,high,verify email address waiting days
How does the cancellation policy work This is urgent.,product_inquiry,neutral,low,does cancellation policy work urgent
I need to change my delivery address Can someone assist me?,shipping,neutral,low,need change delivery address assist
I want to return a product I bought last week Thank you in advance.,returns,neutral,low,want return product bought week thank advance
I am considering switching to a competitor Please help me.,complaint,negative,urgent,considering switching competitor help
The feature is not working as expected Thank you in advance.,technical_support,neutral,medium,feature working expected thank advance
What features are included in the enterprise tier I have been waiting for days.,product_inquiry,positive,low,features included enterprise tier waiting days
I received a defective product and need a replacement Thank you in advance.,returns,negative,low,received defective product need replacement thank advance
How does the cancellation policy work Can someone assist me?,product_inquiry,neutral,medium,does cancellation policy work assist
The website is showing an error 500 I have been waiting for days.,technical_support,neutral,high,website showing error 500 waiting days
I am getting a server error when I try to submit I am very frustrated.,technical_support,neutral,medium,getting server error try submit frustrated
I received the wrong item in my package I have been waiting for days.,shipping,neutral,high,received wrong item package waiting days
What features are included in the enterprise tier Please help me.,product_inquiry,neutral,low,features included enterprise tier help
What are the specifications of your premium plan I am very frustrated.,product_inquiry,positive,low,specifications premium plan frustrated
I need a refund for the duplicate charge Please help me.,billing,negative,high,need refund duplicate charge help
My return was rejected but the item was faulty Thank you in advance.,returns,neutral,low,return rejected item faulty thank advance
I am getting a server error when I try to submit Thank you in advance.,technical_support,neutral,high,getting server error try submit thank advance
Can I expedite my shipping Can someone assist me?,shipping,negative,low,expedite shipping assist
The app crashes every time I open it I have been waiting for days.,technical_support,neutral,urgent,app crashes time open waiting days
I have been waiting 10 days for a resolution Can someone assist me?,complaint,negative,high,waiting 10 days resolution assist
My return was rejected but the item was faulty I am very frustrated.,returns,negative,low,return rejected item faulty frustrated
I am getting a server error when I try to submit I am very frustrated.,technical_support,neutral,high,getting server error try submit frustrated
How long will my order take to arrive This is urgent.,shipping,negative,low,long order arrive urgent
My invoice shows an incorrect amount Can someone assist me?,billing,negative,high,invoice shows incorrect assist
Overall great experience but the loading is a bit slow Please help me.,feedback,neutral,low,overall great experience loading bit slow help
The website is showing an error 500 This is urgent.,technical_support,neutral,high,website showing error 500 urgent
I want to delete my account and all my data This is urgent.,account,neutral,low,want delete account data urgent
My order was returned to sender Please help me.,shipping,negative,high,order returned sender help
How does the cancellation policy work This is urgent.,product_inquiry,positive,low,does cancellation policy work urgent
I can't update my credit card information Can someone assist me?,billing,negative,high,update credit card information assist
I need to merge two accounts Thank you in advance.,account,neutral,medium,need merge accounts thank advance
Is this service available in my country I have been waiting for days.,product_inquiry,positive,low,service available country waiting days
I have not received my refund after 2 weeks Can someone assist me?,returns,negative,low,received refund weeks assist
How long will my order take to arrive Thank you in advance.,shipping,neutral,high,long order arrive thank advance
I think the mobile app needs a dark mode,feedback,positive,low,think mobile app needs dark mode
Would love to see monthly billing as an option,feedback,neutral,medium,love monthly billing option
My return was rejected but the item was faulty,returns,negative,low,return rejected item faulty
How do I initiate a return for a damaged item I have been waiting for days.,returns,negative,low,initiate return damaged item waiting days
I want to exchange my item for a different size Can someone assist me?,returns,neutral,medium,want exchange item different size assist
Why was I charged more than I expected This is urgent.,billing,negative,urgent,charged expected urgent
I love the new interface you released this week Please help me.,feedback,positive,low,love new interface released week help
Does this product come with a warranty Can someone assist me?,product_inquiry,neutral,low,does product come warranty assist
I want to exchange my item for a different size Thank you in advance.,returns,neutral,medium,want exchange item different size thank advance
I have not received my refund after 2 weeks I am very frustrated.,returns,neutral,low,received refund weeks frustrated
The mobile app is very slow and keeps freezing,technical_support,neutral,urgent,mobile app slow keeps freezing
Does this product come with a warranty I have been waiting for days.,product_inquiry,positive,medium,does product come warranty waiting days
The tracking number is not updating,shipping,negative,medium,tracking number updating
I forgot my password and cannot reset it Can someone assist me?,account,neutral,high,forgot password reset assist
My order was returned to sender Please help me.,shipping,negative,low,order returned sender help
I am considering switching to a competitor This is urgent.,complaint,negative,high,considering switching competitor urgent
Nobody is responding to my previous emails I am very frustrated.,complaint,negative,urgent,responding previous emails frustrated
My package was marked delivered but I did not receive it I am very frustrated.,shipping,negative,medium,package marked delivered did receive frustrated
My account has been locked out I have been waiting for days.,account,neutral,medium,account locked waiting days
The feature is not working as expected,technical_support,neutral,urgent,feature working expected
I forgot my password and cannot reset it This is urgent.,account,neutral,low,forgot password reset urgent
What is the difference between plan A and plan B Please help me.,product_inquiry,neutral,medium,difference plan plan help
Do you have a free trial available Can someone assist me?,product_inquiry,positive,low,free trial available assist
Your platform is one of the best I have used I am very frustrated.,feedback,neutral,low,platform best used frustrated
I want to delete my account and all my data I am very frustrated.,account,neutral,low,want delete account data frustrated
How do I initiate a return for a damaged item This is urgent.,returns,negative,medium,initiate return damaged item urgent
My order has not arrived after 2 weeks,shipping,neutral,low,order arrived weeks
I want to cancel my subscription and get a refund Thank you in advance.,billing,negative,high,want cancel subscription refund thank advance
I love the new interface you released this week,feedback,positive,medium,love new interface released week
The app crashes every time I open it,technical_support,neutral,high,app crashes time open
I love the new interface you released this week Thank you in advance.,feedback,positive,medium,love new interface released week thank advance
My invoice shows an incorrect amount I am very frustrated.,billing,negative,high,invoice shows incorrect frustrated
Does this product come with a warranty,product_inquiry,positive,low,does product come warranty
The feature is not working as expected Please help me.,technical_support,neutral,urgent,feature working expected help
My order has not arrived after 2 weeks,shipping,negative,medium,order arrived weeks
I received the wrong item in my package I have been waiting for days.,shipping,negative,medium,received wrong item package waiting days
The return window was missed due to shipping delays Please help me.,returns,negative,medium,return window missed shipping delays help
Thank you for resolving my issue so quickly Please help me.,feedback,positive,medium,thank resolving issue quickly help
I need a refund for the duplicate charge Can someone assist me?,billing,negative,high,need refund duplicate charge assist
My return was rejected but the item was faulty I have been waiting for days.,returns,neutral,low,return rejected item faulty waiting days
My return was rejected but the item was faulty,returns,negative,medium,return rejected item faulty
What are the specifications of your premium plan I have been waiting for days.,product_inquiry,positive,medium,specifications premium plan waiting days
The app crashes every time I open it I have been waiting for days.,technical_support,neutral,high,app crashes time open waiting days
The website is showing an error 500 Can someone assist me?,technical_support,neutral,medium,website showing error 500 assist
How do I initiate a return for a damaged item Can someone assist me?,returns,negative,low,initiate return damaged item assist
I was charged twice for my subscription this month,billing,negative,medium,charged twice subscription month
Please help me update my profile information This is urgent.,account,neutral,low,help update profile information urgent
Your agent was extremely rude and unhelpful Please help me.,complaint,negative,urgent,agent extremely rude unhelpful help
Your agent was extremely rude and unhelpful Please help me.,complaint,negative,high,agent extremely rude unhelpful help
Your agent was extremely rude and unhelpful I am very frustrated.,complaint,negative,medium,agent extremely rude unhelpful frustrated
I cannot verify my email address Thank you in advance.,account,neutral,medium,verify email address thank advance
Is this service available in my country I am very frustrated.,product_inquiry,positive,medium,service available country frustrated
Nobody is responding to my previous emails This is urgent.,complaint,negative,urgent,responding previous emails urgent
I have a suggestion for improving the checkout process I am very frustrated.,feedback,positive,low,suggestion improving checkout process frustrated
My return was rejected but the item was faulty I have been waiting for days.,returns,negative,low,return rejected item faulty waiting days
My account was hacked and I need help Please help me.,account,neutral,high,account hacked need help help
I have a suggestion for improving the checkout process Please help me.,feedback,neutral,low,suggestion improving checkout process help
I have been waiting 10 days for a resolution Thank you in advance.,complaint,negative,high,waiting 10 days resolution thank advance
I have a suggestion for improving the checkout process,feedback,neutral,medium,suggestion improving checkout process
My package was marked delivered but I did not receive it I have been waiting for days.,shipping,negative,medium,package marked delivered did receive waiting days
I am considering switching to a competitor Please help me.,complaint,negative,urgent,considering switching competitor help
I received a defective product and need a replacement Can someone assist me?,returns,negative,low,received defective product need replacement assist
I was charged twice for my subscription this month Can someone assist me?,billing,neutral,high,charged twice subscription month assist
I want to exchange my item for a different size Thank you in advance.,returns,negative,low,want exchange item different size thank advance
I can't update my credit card information,billing,negative,medium,update credit card information
Your service has gone downhill significantly,complaint,negative,urgent,service gone downhill significantly
The customer support team was incredibly helpful I have been waiting for days.,feedback,positive,low,customer support team incredibly helpful waiting days
My payment was declined but money left my account I have been waiting for days.,billing,negative,urgent,payment declined money left account waiting days
Your platform is one of the best I have used Can someone assist me?,feedback,positive,medium,platform best used assist
My package was marked delivered but I did not receive it This is urgent.,shipping,negative,medium,package marked delivered did receive urgent
I need to change my email address I am very frustrated.,account,neutral,high,need change email address frustrated
I need a refund for the duplicate charge Can someone assist me?,billing,neutral,medium,need refund duplicate charge assist
I want to return a product I bought last week I have been waiting for days.,returns,negative,medium,want return product bought week waiting days
What is the difference between plan A and plan B Can someone assist me?,product_inquiry,positive,low,difference plan plan assist
What is the difference between plan A and plan B This is urgent.,product_inquiry,positive,medium,difference plan plan urgent
My return was rejected but the item was faulty This is urgent.,returns,negative,low,return rejected item faulty urgent
I cannot verify my email address,account,neutral,low,verify email address
Does this product come with a warranty I am very frustrated.,product_inquiry,positive,low,does product come warranty frustrated
My data is not syncing between devices I have been waiting for days.,technical_support,neutral,high,data syncing devices waiting days
Your platform is one of the best I have used Can someone assist me?,feedback,positive,medium,platform best used assist
The tracking number is not updating,shipping,negative,low,tracking number updating
I have been waiting 10 days for a resolution,complaint,negative,urgent,waiting 10 days resolution
Overall great experience but the loading is a bit slow,feedback,positive,low,overall great experience loading bit slow
The mobile app is very slow and keeps freezing,technical_support,neutral,medium,mobile app slow keeps freezing
My account was hacked and I need help Thank you in advance.,account,neutral,high,account hacked need help thank advance
My data is not syncing between devices Please help me.,technical_support,neutral,urgent,data syncing devices help
My package was marked delivered but I did not receive it This is urgent.,shipping,neutral,medium,package marked delivered did receive urgent
I have not received my refund after 2 weeks Can someone assist me?,returns,negative,low,received refund weeks assist
Your platform is one of the best I have used Thank you in advance.,feedback,neutral,low,platform best used thank advance
I received the wrong item in my package Thank you in advance.,shipping,negative,low,received wrong item package thank advance
Can I use the product on multiple devices This is urgent.,product_inquiry,positive,medium,use product multiple devices urgent
The mobile app is very slow and keeps freezing I have been waiting for days.,technical_support,neutral,medium,mobile app slow keeps freezing waiting days
I am considering switching to a competitor,complaint,negative,medium,considering switching competitor
